show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_number,duration_type,year_added,duration_num,content_length_category,original_vs_licensed,duration_int
s5660,Movie,A Christmas Special: Miraculous: Tales Of Ladybug & Cat Noir,Thomas Astruc,"Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen, Stephanie Sheh, Selah Victor, Ben Diskin, Erin Fitzgerald, Grant George","France, South Korea, Japan",2016-12-20,2016-01-01,TV-Y7,22 min,Movies,parisian teen marinette transforms herself into superhero ladybug to find her lonely secret crush adrien when he runs away from home at christmas.,22.0,min,2016.0,22.0,Short Movie,Original,22.0
s5661,Movie,Gabriel Lglesias: I’M Sorry For What I Said When I Was Hungry,Manny Rodriguez,Gabriel Iglesias,United States,2016-12-20,2016-01-01,TV-14,88 min,Stand-Up Comedy,"hawaiian-shirt enthusiast gabriel ""fluffy"" iglesias finds the laughs in racist gift baskets, prius-driving cops and all-female taco trucks.",88.0,min,2016.0,88.0,Medium Movie,Original,88.0
s5662,Movie,Barry,Vikram Gandhi,"Devon Terrell, Anya Taylor-Joy, Jason Mitchell, Ashley Judd, Jenna Elfman, Ellar Coltrane, Avi Nash, Linus Roache, John Benjamin Hickey",United States,2016-12-16,2016-01-01,TV-MA,105 min,Dramas,"a young barack obama forges his identity while dealing with race, divergent cultures and ordinary life as a new york city college student.",105.0,min,2016.0,105.0,Medium Movie,Original,105.0
s5663,Tv Show,Crazyhead,Unknown,"Cara Theobold, Susan Wokoma, Riann Steele, Arinzé Kene, Lewis Reeves, Tony Curran",United Kingdom,2016-12-16,2016-01-01,TV-MA,1 season,"British Tv Shows, International Tv Shows, Tv Comedies",bowling alley worker amy and nonconformist raquel kick some serious demon butt while also facing their inner demons as they navigate their early 20s.,1.0,season,2016.0,1.0,Single Season Show,Original,1.0
s5664,Movie,Sister Cities,Sean Hanish,"Jacki Weaver, Troian Bellisario, Stana Katic, Michelle Trachtenberg, Jess Weixler, Alfred Molina, Amy Smart, Tom Everett Scott, Kaia Gerber, Aimee Garcia, Kathy Baker, Peter Jason",United States,2016-12-16,2016-01-01,TV-MA,88 min,Dramas,"after years of estrangement, four sisters gather in the wake of their mother's death, which may or may not have been a suicide.",88.0,min,2016.0,88.0,Medium Movie,Original,88.0
s5665,Movie,3 Türken & Ein Baby,Sinan Akkuş,"Kostja Ullmann, Eko Fresh, Kida Khodr Ramadan, Sabrina Klüber, Sami Nasser, Kayla Rybicka, Jytte-Merle Böhrnsen, Emrah Erdogru, Tim Grothe, Hülya Duyar",Germany,2016-12-15,2015-01-01,TV-MA,93 min,"Comedies, International Movies",the lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby.,93.0,min,2016.0,93.0,Medium Movie,Licensed,93.0
s5666,Tv Show,Color Of Woman,Unknown,"Jae Hee, Soo-Kyung Lee, So-Yi Yoon, Ji-Ho Shim, Sang-Myeon Park, Joo-Young Kim",South Korea,2016-12-15,2012-01-01,TV-PG,1 season,"International Tv Shows, Korean Tv Shows, Romantic Tv Shows","two women at a cosmetics company compete for love and success. one uses her brain and diligence, while the other works her beauty and charm.",1.0,season,2016.0,1.0,Single Season Show,Licensed,1.0
s5667,Movie,Eddie - Strongman,Matt Bell,Eddie Hall,United Kingdom,2016-12-15,2015-01-01,TV-MA,98 min,"Documentaries, Sports Movies",british strongman eddie hall wants to be the strongest man in the world. this documentary reveals the grueling life choices that fuel his obsession.,98.0,min,2016.0,98.0,Medium Movie,Licensed,98.0
s5668,Tv Show,Goodbye My Wife,Unknown,"Soo-Hyun Hong, Si Won Ryu, Ji-Yoon Park, Min-Soo Kim, Julien Kang, Joo-Eun Oh, Seong-Mo Jeong",South Korea,2016-12-15,2012-01-01,TV-14,1 season,"International Tv Shows, Korean Tv Shows, Romantic Tv Shows",a couple’s five-year marriage is put on the line when each of their first loves comes back hoping for another shot at romance.,1.0,season,2016.0,1.0,Single Season Show,Licensed,1.0
s5669,Tv Show,Happy And,Unknown,"Hee-Jin Lee, Hae-Seong Kwon, Paul Stafford, Mi-Ji Lee, Ik-Tae Kim, Ki-Hyeon Kim",South Korea,2016-12-15,2012-01-01,TV-14,1 season,"International Tv Shows, Korean Tv Shows, Tv Dramas",this relatable relationship drama explores the real-life trials and joys of married life through the lens of 11 different wives.,1.0,season,2016.0,1.0,Single Season Show,Licensed,1.0
s5670,Tv Show,Heaven'S Garden,Unknown,"Bul-Am Choi, Ho-Jeong Yoo, Sae-Ron Kim, Chan-Hee Kang, Woo-Sung Hyun, An Seo Hyun, Ho-Jin Kim",South Korea,2016-12-15,2011-01-01,TV-MA,1 season,"International Tv Shows, Korean Tv Shows, Tv Dramas","when her husband goes to jail for bankruptcy, a woman takes her two daughters to live with her father, who severed ties with her years ago.",1.0,season,2016.0,1.0,Single Season Show,Licensed,1.0
s5671,Tv Show,Ice Fantasy,Unknown,"Feng Shaofeng, Victoria Song, Ma Tianyu, Zhang Meng, Hee-Seon Kim, Gong Beibi, Shao Bing, Hu Bing, Wang Duo",China,2016-12-15,2016-01-01,TV-14,1 season,"International Tv Shows, Tv Action & Adventure, Tv Sci-Fi & Fantasy","the ice tribe prince journeys to a sacred mountain to vanquish evil but soon finds himself at war with the fire tribe, led by his long-lost brother.",1.0,season,2016.0,1.0,Single Season Show,Original,1.0
s5672,Tv Show,Immortal Classic,Unknown,"Jae-Suk Han, Sun-Young Park, Du-Shim Ko, Ye-Jin Lim, Jong-Hwan Choi, Ha-Nui Lee, Yun-Hoo Ko, Byeong-Ki Kim, Sun-Kyung Kim, Yoon-Sik Baek",South Korea,2016-12-15,2012-01-01,TV-14,1 season,"International Tv Shows, Korean Tv Shows, Tv Dramas","two renowned culinary families led by legendary food icons battle for the position of greatest chef, while protecting their secret kimchee recipes.",1.0,season,2016.0,1.0,Single Season Show,Licensed,1.0
s5673,Tv Show,Inuyasha,Unknown,"Kappei Yamaguchi, Satsuki Yukino, Kumiko Watanabe, Noriko Hidaka, Koji Tsujitani, Houko Kuwashima, Toshiyuki Morikawa, Richard Ian Cox, Moneca Stori, Paul Dobson, Kirby Morrow, Kelly Sheridan, Jillian Michaels",Japan,2016-12-15,2001-01-01,TV-14,2 seasons,"Anime Series, International Tv Shows","yanked down a well, schoolgirl kagome higurashi emerges in feudal japan, where she must reassemble a sacred jewel while eluding half-demon inuyasha.",2.0,season,2016.0,2.0,Multi Season Show,Licensed,2.0
s5674,Tv Show,K-Pop Extreme Survival,Unknown,"Jung Eun Kim, Yu-Hwan Park, Eun-Ah Go, Yong Hwan Kwak, Jin Hyuk",South Korea,2016-12-15,2012-01-01,TV-14,1 season,"International Tv Shows, Korean Tv Shows, Romantic Tv Shows",seung yeon decides to chase her dream of becoming a k-pop star and audition for a popular group. there's only one catch: it's a boy band.,1.0,season,2016.0,1.0,Single Season Show,Licensed,1.0
s5675,Tv Show,Merlin,James Hawes,"Colin Morgan, Bradley James, Katie Mcgrath, Angel Coulby, Richard Wilson, Anthony Head, John Hurt, Nathaniel Parker",United Kingdom,2016-12-15,2012-01-01,TV-PG,5 seasons,"British Tv Shows, International Tv Shows, Tv Action & Adventure","this family-oriented retelling of the king arthur legend finds merlin arriving in camelot, where he hones his magic skills with the help of his uncle.",5.0,season,2016.0,5.0,Multi Season Show,Licensed,5.0
s5676,Tv Show,Miss Panda & Mr. Hedgehog,Unknown,"Dong-Hae Lee, Seung-Ah Yoon, Jin-Hyuk Choi, So-Young Yoo, Yeo-Jin Hong, Min-Jin Jung",South Korea,2016-12-15,2012-01-01,TV-PG,1 season,"International Tv Shows, Korean Tv Shows, Romantic Tv Shows","when a gifted patissier with a gloomy past meets a bright and easygoing café owner, he begins to shed his thorns and learns to love again.",1.0,season,2016.0,1.0,Single Season Show,Licensed,1.0
s5677,Movie,Sand Storm,Elite Zexer,"Lamis Ammar, Ruba Blal, Haitham Omari, Khadija Alakel, Jalal Masarwa","Israel, Germany, France",2016-12-15,2016-01-01,TV-PG,88 min,"Dramas, Independent Movies, International Movies","when a bedouin patriarch takes a second bride, his first wife chafes against her changing status while his daughter chases her own dreams of autonomy.",88.0,min,2016.0,88.0,Medium Movie,Original,88.0
s5678,Tv Show,Tokyo Trial,Unknown,"Marcel Hensema, Paul Freeman, Irrfan Khan, Stacy Keach, Michael Ironside, Stephen Mchattie, Shinya Tsukamoto","Canada, Japan, Netherlands",2016-12-13,2017-01-01,TV-MA,1 season,"International Tv Shows, Tv Dramas","in the wake of world war ii, 11 allied judges are tasked with weighing the fates of japanese war criminals in a tense international trial.",1.0,season,2016.0,1.0,Single Season Show,Licensed,1.0
s5679,Movie,Ricardo O'Farrill: Abrazo Navideño,"Raúl Campos, Jan Suter","Ricardo O'Farrill, Carlos Ballarta, Sofía Niño De Rivera, Chumel Torres, Marissa ""Chabe"" Lozano",Mexico,2016-12-12,2016-01-01,TV-MA,31 min,Stand-Up Comedy,"the expressive ricardo o'farrill uses his astute comedic sensibilities to tease christmas traditions, and not even santa claus escapes unscathed.",31.0,min,2016.0,31.0,Short Movie,Original,31.0
s5680,Movie,Asperger'S Are Us,Alex Lehmann,"Noah Britton, Ethan Finlan, Jack Hanke, New Michael Ingemi",United States,2016-12-11,2016-01-01,TV-MA,83 min,Documentaries,a comedy troupe of four friends on the autism spectrum prepares for a final show before its members go their separate ways.,83.0,min,2016.0,83.0,Medium Movie,Original,83.0
s5681,Tv Show,Captive,Unknown,Unknown,United Kingdom,2016-12-09,2016-01-01,TV-MA,1 season,"Crime Tv Shows, Docuseries","this documentary series reconstructs history's most complex, high-stakes hostage negotiations as kidnapping victims recount their terrifying ordeals.",1.0,season,2016.0,1.0,Single Season Show,Original,1.0
s5682,Movie,Mariah Carey'S Merriest Christmas,James Yukich,"Mariah Carey, Lacey Chabert, Kelsey Grammer, Billy Gardell, Fina Strazza, Kenneth Edmonds, Cameron Mathison, Brennan Elliott",United States,2016-12-09,2015-01-01,TV-G,38 min,"Children & Family Movies, Music & Musicals","pop music superstar mariah carey hosts this all-star holiday celebration with special guests and a celebrity reading of ""the night before christmas.""",38.0,min,2016.0,38.0,Short Movie,Licensed,38.0
s5683,Movie,Spectral,Nic Mathieu,"James Badge Dale, Emily Mortimer, Bruce Greenwood, Max Martini, Clayne Crawford, Cory Hardrict, Louis Ozawa Changchien, Jimmy Akingbola, Dylan Smith, Philip Bulcock","United States, Hungary",2016-12-09,2016-01-01,TV-14,108 min,"Action & Adventure, Sci-Fi & Fantasy","when an otherworldly force wreaks havoc on a war-torn european city, an engineer teams up with an elite special ops unit to stop it.",108.0,min,2016.0,108.0,Medium Movie,Original,108.0
s5684,Tv Show,White Rabbit Project,Unknown,"Tory Belleci, Kari Byron, Grant Imahara",United States,2016-12-09,2016-01-01,TV-14,1 season,"Docuseries, International Tv Shows, Reality Tv","kari byron, tory belleci and grant imahara rank history's greatest inventions, heists and more in this series from the producers of ""mythbusters.""",1.0,season,2016.0,1.0,Single Season Show,Original,1.0
s5685,Tv Show,Miss In Kiss,Unknown,"Esther Wu, Dino Lee, Gong Yi Teng, Xi Wei Lun, Honduras, Vega Tsai, Shen Chang Hung",Taiwan,2016-12-08,2016-01-01,TV-14,1 season,"International Tv Shows, Romantic Tv Shows, Tv Comedies","a quirk of fate sends an ordinary, sweet-natured high school girl and her father into the home of the school genius, on whom she has a huge crush.",1.0,season,2016.0,1.0,Single Season Show,Original,1.0
s5686,Movie,Other People,Chris Kelly,"Jesse Plemons, Molly Shannon, Bradley Whitford, Maude Apatow, Madisen Beaty, John Early, Zach Woods, Paul Dooley, June Squibb",United States,2016-12-08,2016-01-01,TV-MA,97 min,"Comedies, Dramas, Independent Movies","after a bad breakup, a struggling new york comedy writer tries to don a brave face and care for his dying mother in sacramento.",97.0,min,2016.0,97.0,Medium Movie,Original,97.0
s5687,Tv Show,The Cuba Libre Story,Unknown,Unknown,"France, Germany",2016-12-08,2015-01-01,TV-14,1 season,"Docuseries, International Tv Shows","this documentary series recounts the tumultuous history of cuba, a nation of foreign conquest, freedom fighters and cold war political machinations.",1.0,season,2016.0,1.0,Single Season Show,Licensed,1.0
s5688,Movie,Blue Jay,Alex Lehmann,"Sarah Paulson, Mark Duplass, Clu Gulager",United States,2016-12-06,2016-01-01,TV-MA,81 min,"Dramas, Independent Movies, Romantic Movies","two former high school sweethearts unexpectedly reunite in their old hometown, where they rediscover their magical bond and face a shared regret.",81.0,min,2016.0,81.0,Medium Movie,Original,81.0
s5689,Movie,One In A Billion,Roman Gackowski,"Satnam Singh Bhamara, Mark Cuban, Adam Silver, Vivek Ranadivé",United States,2016-12-06,2016-01-01,TV-14,70 min,"Documentaries, Sports Movies",follow the journey of satnam singh bhamara as he works to fulfill his dream of becoming the first india-born player to be drafted into the nba.,70.0,min,2016.0,70.0,Medium Movie,Original,70.0
s5690,Movie,Reggie Watts: Spatial,Benjamin Dickinson,Reggie Watts,United States,2016-12-06,2016-01-01,TV-MA,62 min,"Music & Musicals, Stand-Up Comedy","the comic innovator delivers a surreal set blending experimental songs, jokes about grits, guns and drugs, and other improvised comedy adventures.",62.0,min,2016.0,62.0,Medium Movie,Original,62.0
s5691,Tv Show,From Dusk Till Dawn,Unknown,"D.J. Cotrona, Zane Holtz, Eiza Gonzalez, Jesse Garcia, Madison Davenport, Brandon Soo Hoo, Wilmer Valderrama, Robert Patrick, Jake Busey, Samantha Esteban, Don Johnson",United States,2016-12-05,2016-01-01,TV-MA,3 seasons,"Classic & Cult Tv, Tv Action & Adventure, Tv Horror",bank-robbing brothers encounter vengeful lawmen and demons south of the border in this original series based on robert rodriguez' cult horror film.,3.0,season,2016.0,3.0,Multi Season Show,Original,3.0
s5692,Movie,Mercenary,Sacha Wolff,"Toki Pilioko, Iliana Zabeth, Mikaele Tuugahala, Laurent Pakihivatau, Petelo Sealeu, Maoni Talalua, Teotola Maka, Bessarion Udesiani",France,2016-12-04,2016-01-01,TV-MA,99 min,"Dramas, International Movies, Sports Movies","when he defies his cruel father and leaves new caledonia to play rugby in france, young soane learns hard lessons about life, love and success.",99.0,min,2016.0,99.0,Medium Movie,Original,99.0
s5693,Tv Show,Lost & Found Music Studios,Unknown,"Victoria Baldesarra, Sarah Carmosino, Jordan Clark, Deshaun Clarke, Keara Graves, Katrina Hachey, Shane Harte, Ali Milner, Levi Randall, Brittany Raymond, Trevor Tordjman, Michael Torontow, Alex Zaichkowski, Matthew Bacik, Alyssa Baker, Ella Jonas Farlinger, Ian Matthews, Rakim Kelly, Bailey Pelkman, Olivia Solo",Canada,2016-12-03,2016-01-01,TV-G,2 seasons,"Kids' Tv, Tv Comedies, Tv Dramas","teen singers-songwriters in an elite music program form bonds of friendship, creativity and romance while turning their passion into their profession.",2.0,season,2016.0,2.0,Multi Season Show,Original,2.0
s5694,Movie,For The Love Of Spock,Adam Nimoy,"Leonard Nimoy, William Shatner, George Takei, Nichelle Nichols, Chris Pine, Zachary Quinto, Simon Pegg, Zoe Saldana, Jim Parsons, Jason Alexander, Neil Degrasse Tyson, J.J. Abrams","Canada, United States",2016-12-02,2016-01-01,TV-14,112 min,Documentaries,"the son of actor leonard nimoy directs this moving look at his father's portrayal of spock, the iconic ""star trek"" character he played for 50 years.",112.0,min,2016.0,112.0,Medium Movie,Original,112.0
s5695,Movie,White Girl,Elizabeth Wood,"Morgan Saylor, Brian 'Sene' Marc, Justin Bartha, Chris Noth, Adrian Martinez, India Menuez, Anthony Ramos, Ralph Rodriguez, Annabelle Dexter-Jones",United States,2016-12-02,2016-01-01,TV-MA,90 min,"Dramas, Independent Movies","a college girl romping through new york city in search of cocaine and other highs finds something real to grasp, only to see it potentially slip away.",90.0,min,2016.0,90.0,Medium Movie,Original,90.0
s5696,Movie,#Rucker50,Robert Mccullough Jr.,Unknown,United States,2016-12-01,2016-01-01,TV-PG,56 min,"Documentaries, Sports Movies",this documentary celebrates the 50th anniversary of the harlem sports program that has inspired countless city kids to become pro basketball players.,56.0,min,2016.0,56.0,Short Movie,Original,56.0
s5697,Movie,1000 Rupee Note,Shrihari Sathe,"Usha Naik, Sandeep Pathak, Shrikant Yadav, Ganesh Yadav, Pooja Nayak, Devendra Gaikwad",India,2016-12-01,2014-01-01,TV-14,89 min,"Dramas, International Movies","after randomly receiving a handsome political bribe, a sweet, poor elderly woman decides to treat herself a shopping spree, which doesn't go smoothly.",89.0,min,2016.0,89.0,Medium Movie,Licensed,89.0
s5698,Movie,Across Grace Alley,Ralph Macchio,"Ben Hyland, Marsha Mason, Karina Smirnoff, Colin Branca, Ralph Macchio, Tricia Paoluccio",United States,2016-12-01,2013-01-01,TV-PG,24 min,Dramas,"a young boy, upset by his parents' divorce, becomes infatuated with his grandmother's neighbor, an entrancing dancer he watches through a window.",24.0,min,2016.0,24.0,Short Movie,Licensed,24.0
s5699,Movie,Asu Mare 2,Ricardo Maldonado,"Carlos Alcántara, Emilia Drago, Christian Meier, Andrés Salas, Anahí De Cárdenas, Rodrigo Sánchez Patiño, Denisse Dibós, Javier Delgiudice, Ana Cecilia Natteri",Peru,2016-12-01,2015-01-01,TV-14,100 min,"Comedies, International Movies",to win the heart of his true love – a high-society girl – a hapless commoner plots to change his identity and avoid his embarrassing friends.,100.0,min,2016.0,100.0,Medium Movie,Licensed,100.0
